vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz A 200;71.532 km;sep-17;115 kW (156 CV);Automático;Gasolina;5,4;Unknown;121;€ 19.315
Mercedes-Benz GLC 43 AMG;99.600 km;feb-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 43.800
Mercedes-Benz;40.851 km;may-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 41.500
Mercedes-Benz 180;75.895 km;mar-17;90 kW (122 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 17.900
Mercedes-Benz C 63 AMG;42.500 km;feb-17;375 kW (510 CV);Automático;Gasolina;8,4;ES;-/- ;€ 72.000
Mercedes-Benz A 180;22.700 km;sep-17;90 kW (122 CV);Manual;Gasolina;5,6;Unknown;127;€ 19.900
Mercedes-Benz A 180;63.000 km;mar-17;90 kW (122 CV);Automático;Gasolina;5,1;ES;-/- ;€ 18.995
Mercedes-Benz GLA 250;34.632 km;oct-17;155 kW (211 CV);Automático;Gasolina;6,5;ES;152;€ 33.990
Mercedes-Benz;19.857 km;sep-17;160 kW (218 CV);Automático;Gasolina;6,9;ES;-/- ;€ 32.900
Mercedes-Benz A 180;22.700 km;sep-17;90 kW (122 CV);-/- (Cambio);Gasolina;-/- ;Unknown;-/- ;€ 19.900
Mercedes-Benz C 200;15.000 km;abr-17;135 kW (184 CV);Automático;Gasolina;6,3;ES;-/- ;€ 33.900
Mercedes-Benz GLC 250;13.500 km;sep-17;155 kW (211 CV);Automático;Gasolina;6,5;ES;-/- ;€ 34.400
Mercedes-Benz GLE 500;48.000 km;ene-17;330 kW (449 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 52.990
Mercedes-Benz A 180;26.248 km;sep-17;90 kW (122 CV);Manual;Gasolina;5,6;ES;-/- ;€ 19.545
Mercedes-Benz;79.000 km;feb-17;335 kW (455 CV);Automático;Gasolina;10,9;ES;-/- ;€ 66.990
Mercedes-Benz GLC 350;82.000 km;ene-17;235 kW (320 CV);Automático;Electro/Gasolina;2,5;ES;-/- ;€ 33.900
Mercedes-Benz GLC 250;10.530 km;abr-17;155 kW (211 CV);Automático;Gasolina;7,1;ES;166;€ 44.990
Mercedes-Benz GLC 250;13.500 km;sep-17;155 kW (211 CV);Automático;Gasolina;6,5;ES;-/- ;€ 34.400
Mercedes-Benz GLC 43 AMG;16.000 km;dic-17;270 kW (367 CV);Automático;Gasolina;8,3;Unknown;189;€ 59.400
Mercedes-Benz A 45 AMG;22.500 km;ene-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 41.720
Mercedes-Benz GLA 45 AMG;24.700 km;may-17;280 kW (381 CV);Automático;Gasolina;7,4;ES;172;€ 47.900
Mercedes-Benz C 250;72.000 km;nov-17;155 kW (211 CV);Automático;Gasolina;6 l/;Unknown;133;€ 24.900
Mercedes-Benz G;36.000 km;ene-17;310 kW (421 CV);Automático;Gasolina;12,3;ES;-/- ;€ 89.000
Mercedes-Benz;112.132 km;abr-17;270 kW (367 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 48.990
Mercedes-Benz GLC 350;46.000 km;may-17;235 kW (320 CV);Automático;Electro/Gasolina;2,5;ES;-/- ;€ 36.900
Mercedes-Benz GLA 180;48.000 km;abr-17;90 kW (122 CV);Automático;Gasolina;5,6;Unknown;131;€ 24.500
Mercedes-Benz AMG GT;17.900 km;jun-17;384 kW (522 CV);Automático;Gasolina;11,5;ES;-/- ;€ 99.900
Mercedes-Benz C 63 AMG;44.312 km;oct-17;375 kW (510 CV);Automático;Gasolina;8,6;ES;-/- ;€ 73.300
Mercedes-Benz;112.132 km;abr-17;270 kW (367 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 54.490
Mercedes-Benz A 45 AMG;25.000 km;ene-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 42.690
Mercedes-Benz E 63 AMG;5.300 km;oct-17;450 kW (612 CV);Automático;Gasolina;10,8;ES;-/- ;€ 94.900
Mercedes-Benz CLA 180;22.134 km;oct-17;90 kW (122 CV);Automático;Gasolina;6,2;ES;141;€ 25.000
Mercedes-Benz GLS 400;28.100 km;sep-17;245 kW (333 CV);Automático;Gasolina;10,8;ES;-/- ;€ 62.900
Mercedes-Benz C 63 AMG;25.000 km;jun-17;350 kW (476 CV);Automático;Gasolina;8,2;ES;-/- ;€ 57.990
Mercedes-Benz C 63 AMG;25.000 km;jun-17;350 kW (476 CV);Automático;Gasolina;8,2;ES;-/- ;€ 57.990
Mercedes-Benz A 180;18.100 km;dic-17;90 kW (122 CV);Automático;Gasolina;5,6;ES;-/- ;€ 21.990
Mercedes-Benz C 200;48.000 km;oct-17;135 kW (184 CV);Automático;Gasolina;5,8;ES;-/- ;€ 28.990
Mercedes-Benz GLE 43 AMG;24.000 km;jun-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 68.995
Mercedes-Benz A 45 AMG;25.000 km;ene-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 42.690
Mercedes-Benz CLA 45 AMG;21.820 km;abr-17;280 kW (381 CV);Automático;Gasolina;8,5;ES;-/- ;€ 41.900
Mercedes-Benz C 63 AMG;16.000 km;mar-17;375 kW (510 CV);Automático;Gasolina;8,6;ES;-/- ;€ 68.900
Mercedes-Benz C 63 AMG;16.000 km;mar-17;375 kW (510 CV);Automático;Gasolina;8,6;ES;-/- ;€ 68.900
Mercedes-Benz C 250;37.000 km;oct-17;155 kW (211 CV);Automático;Gasolina;5,3;ES;-/- ;€ 27.500
Mercedes-Benz G;40.500 km;may-17;310 kW (421 CV);Automático;Gasolina;13,8;ES;-/- ;€ 91.900
Mercedes-Benz E 63 AMG;91.900 km;abr-17;450 kW (612 CV);Automático;Gasolina;10,8;ES;-/- ;€ 80.500
Mercedes-Benz G;32.800 km;dic-17;310 kW (421 CV);Automático;Gasolina;13,8;ES;-/- ;€ 91.900
Mercedes-Benz CLA 250;89.625 km;feb-17;160 kW (218 CV);Automático;Gasolina;6,9;ES;160;€ 29.950
Mercedes-Benz C 350;24.481 km;sep-17;205 kW (279 CV);Automático;Electro/Gasolina;2,4;ES;-/- ;€ 32.990
Mercedes-Benz GLE 43 AMG;23.000 km;jul-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 57.990
Mercedes-Benz S 500;38.000 km;feb-17;335 kW (455 CV);Automático;Gasolina;9,1;ES;-/- ;€ 85.990
Mercedes-Benz CLA 45 AMG;59.800 km;ago-17;280 kW (381 CV);Automático;Gasolina;8,5;ES;194;€ 40.800
Mercedes-Benz GLE 43 AMG;55.000 km;abr-17;270 kW (367 CV);Automático;Gasolina;8,6;ES;-/- ;€ 63.999
Mercedes-Benz C 300;46.833 km;jun-17;180 kW (245 CV);Automático;Gasolina;6,3;Unknown;146;€ 35.999
Mercedes-Benz A 45 AMG;25.000 km;ene-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 42.690
Mercedes-Benz GLC 63 AMG;11.609 km;jun-17;350 kW (476 CV);Automático;Gasolina;11,5;ES;-/- ;€ 73.300
Mercedes-Benz GLC 63 AMG;5.847 km;oct-17;350 kW (476 CV);Automático;Gasolina;11,6;ES;-/- ;€ 69.500
Mercedes-Benz GLC 43 AMG;33.889 km;dic-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 48.000
Mercedes-Benz GLC 43 AMG;37.666 km;jun-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 50.000
Mercedes-Benz GLC 43 AMG;30.194 km;abr-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 51.500
Mercedes-Benz C 200;24.900 km;jun-17;135 kW (184 CV);Automático;Gasolina;5,8;ES;-/- ;€ 37.600
Mercedes-Benz GLE 500;47.000 km;ene-17;330 kW (449 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 54.990
Mercedes-Benz C 300;12.600 km;jul-17;180 kW (245 CV);Automático;Gasolina;6,3;ES;-/- ;€ 35.900
Mercedes-Benz GLC 250;11.467 km;oct-17;155 kW (211 CV);Automático;Gasolina;7,1;ES;166;€ 43.500
Mercedes-Benz CLA 200;28.000 km;may-17;115 kW (156 CV);Manual;Gasolina;5,8;ES;-/- ;€ 25.000
Mercedes-Benz S 500;99.000 km;ene-17;335 kW (455 CV);Automático;Gasolina;9,9;ES;-/- ;€ 64.990
Mercedes-Benz AMG GT;21.480 km;jul-17;410 kW (557 CV);Automático;Gasolina;12,5;ES;-/- ;€ 139.990
Mercedes-Benz CLA 200;30.000 km;ene-17;115 kW (156 CV);Automático;Gasolina;5,5;Unknown;128;€ 31.000
Mercedes-Benz C 250;42.000 km;ago-17;155 kW (211 CV);Automático;Gasolina;5,7;ES;-/- ;€ 31.800
Mercedes-Benz GLE 43 AMG;20.129 km;feb-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;219;€ 65.500
Mercedes-Benz GLE 43 AMG;28.000 km;jun-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 68.900
Mercedes-Benz GLE 43 AMG;28.000 km;jun-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 68.900
Mercedes-Benz AMG GT;3.790 km;may-17;430 kW (585 CV);Automático;Gasolina;12,4;ES;284;€ 152.700
Mercedes-Benz GLA 180;46.500 km;may-17;90 kW (122 CV);Manual;Gasolina;5,7;Unknown;133;€ 22.400
Mercedes-Benz GLC 43 AMG;69.000 km;jul-17;270 kW (367 CV);Automático;Gasolina;8,3;Unknown;189;€ 53.500
Mercedes-Benz GLC 250;12.500 km;nov-17;155 kW (211 CV);Automático;Gasolina;7,1;ES;-/- ;€ 43.900
Mercedes-Benz C 63 AMG;18.000 km;abr-17;375 kW (510 CV);Automático;Gasolina;8,9;ES;-/- ;€ 84.900
Mercedes-Benz GLE 63 AMG;90.000 km;jun-17;430 kW (585 CV);Automático;Gasolina;11,9;Unknown;278;€ 90.000
Mercedes-Benz C 63 AMG;13.542 km;jul-17;350 kW (476 CV);Automático;Gasolina;8,2;ES;-/- ;€ 58.900
Mercedes-Benz C 63 AMG;30.845 km;jul-17;375 kW (510 CV);Automático;Gasolina;8,9;ES;-/- ;€ 74.990
Mercedes-Benz S 500;38.000 km;feb-17;335 kW (455 CV);Automático;Gasolina;9,1;ES;-/- ;€ 85.990
Mercedes-Benz C 63 AMG;68.000 km;feb-17;375 kW (510 CV);Automático;Gasolina;8,9;ES;208;€ 75.000
Mercedes-Benz GLC 250;20.000 km;ago-17;155 kW (211 CV);Automático;Gasolina;6,5;ES;-/- ;€ 48.400
Mercedes-Benz C 63 AMG;20.000 km;nov-17;350 kW (476 CV);Automático;Gasolina;8,6;ES;-/- ;€ 72.900
Mercedes-Benz S 500;10.000 km;may-17;335 kW (455 CV);Automático;Gasolina;8,4;ES;-/- ;€ 68.900
Mercedes-Benz CLA 200;71.000 km;dic-17;132 kW (179 CV);Manual;Gasolina;5,7;Unknown;133;€ 26.999
Mercedes-Benz C 43 AMG;49.500 km;jul-17;270 kW (367 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 46.800
Mercedes-Benz S 63 AMG;47.000 km;oct-17;430 kW (585 CV);Automático;Gasolina;10,3;ES;-/- ;€ 109.000
Mercedes-Benz A 45 AMG;19.600 km;jul-17;280 kW (381 CV);Automático;Gasolina;6,9;Unknown;162;€ 45.000
Mercedes-Benz CLA 200;53.040 km;feb-17;115 kW (156 CV);Automático;Gasolina;5,5;ES;-/- ;€ 26.900
Mercedes-Benz GLA 45 AMG;82.369 km;oct-17;280 kW (381 CV);Automático;Gasolina;8,5;ES;-/- ;€ 44.600
Mercedes-Benz S 500;44.232 km;jun-17;335 kW (455 CV);Automático;Gasolina;9,9;ES;-/- ;€ 103.000
Mercedes-Benz GLS 500;19.969 km;ene-17;335 kW (455 CV);Automático;Gasolina;9 l/;ES;255;€ 82.500
Mercedes-Benz A 45 AMG;59.800 km;may-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 38.900
Mercedes-Benz E 43 AMG;9.800 km;jun-17;295 kW (401 CV);Automático;Gasolina;8,4;ES;-/- ;€ 59.990
Mercedes-Benz AMG GT;26.000 km;ene-17;375 kW (510 CV);Automático;Gasolina;9,6;Unknown;224;€ 119.000
Mercedes-Benz C 63 AMG;55.900 km;jul-17;350 kW (476 CV);Automático;Gasolina;8,4;ES;-/- ;€ 55.900
Mercedes-Benz C 63 AMG;55.900 km;jul-17;350 kW (476 CV);Automático;Gasolina;8,4;ES;-/- ;€ 55.900
Mercedes-Benz GLC 43 AMG;63.000 km;may-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 45.000
Mercedes-Benz E 43 AMG;31.500 km;sep-17;295 kW (401 CV);Automático;Gasolina;8,6;ES;-/- ;€ 59.900
Mercedes-Benz C 250;70.840 km;nov-17;155 kW (211 CV);Automático;Gasolina;6 l/;Unknown;133;€ 24.900
Mercedes-Benz G 63 AMG;13.500 km;oct-17;420 kW (571 CV);Automático;Gasolina;13,8;ES;-/- ;€ 141.500
Mercedes-Benz GLE 43 AMG;23.000 km;jul-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 57.990
Mercedes-Benz;23.400 km;ene-17;335 kW (455 CV);Automático;Gasolina;10,9;ES;-/- ;€ 79.900
Mercedes-Benz C 43 AMG;20.880 km;ago-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 59.969
Mercedes-Benz E 63 AMG;54.521 km;mar-17;450 kW (612 CV);Automático;Gasolina;10,8;ES;-/- ;€ 72.436
Mercedes-Benz C 200;34.300 km;sep-17;135 kW (184 CV);Automático;Gasolina;5,3;ES;-/- ;€ 30.900
Mercedes-Benz A 45 AMG;69.000 km;nov-17;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 36.000
Mercedes-Benz A 45 AMG;36.000 km;jun-17;280 kW (381 CV);Automático;Gasolina;6,9;Unknown;162;€ 43.000
Mercedes-Benz GLC 250;20.000 km;ago-17;155 kW (211 CV);Automático;Gasolina;6,9;ES;-/- ;€ 48.400
Mercedes-Benz SLC 200;31.189 km;jun-17;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 40.895
Mercedes-Benz C 63 AMG;82.020 km;ene-17;375 kW (510 CV);Automático;Gasolina;8,4;ES;-/- ;€ 52.800
Mercedes-Benz C 43 AMG;42.000 km;ago-17;270 kW (367 CV);Automático;Gasolina;7,8;ES;-/- ;€ 47.900
Mercedes-Benz C 63 AMG;73.000 km;jul-17;350 kW (476 CV);Automático;Gasolina;8,2;ES;-/- ;€ 51.000
Mercedes-Benz C 63 AMG;29.000 km;sep-17;375 kW (510 CV);Automático;Gasolina;8,6;ES;-/- ;€ 67.999
Mercedes-Benz G 63 AMG;28.800 km;jun-17;420 kW (571 CV);Automático;Gasolina;13,8;ES;322;€ 94.999
Mercedes-Benz E 350;62.000 km;jun-17;155 kW (211 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 42.995
Mercedes-Benz GLA 180;45.000 km;feb-17;90 kW (122 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 20.800
Mercedes-Benz AMG GT;19.809 km;mar-17;430 kW (585 CV);Automático;Gasolina;9,6;ES;-/- ;€ 139.900
Mercedes-Benz G;2.800 km;ene-17;310 kW (421 CV);Automático;Gasolina;13,8;ES;-/- ;€ 194.900
Mercedes-Benz C 43 AMG;40.000 km;ene-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 48.900
Mercedes-Benz C 43 AMG;40.000 km;ene-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 48.900
Mercedes-Benz CLA 180;15.200 km;jun-17;90 kW (122 CV);Manual;Gasolina;5,7;ES;-/- ;€ 26.900
Mercedes-Benz C 200;45.000 km;jul-17;135 kW (184 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 35.990
Mercedes-Benz GLE 43 AMG;29.750 km;may-17;270 kW (367 CV);Automático;Gasolina;9,4;ES;219;€ 69.900
Mercedes-Benz G 63 AMG;3.900 km;jun-17;420 kW (571 CV);Automático;Gasolina;13,8;ES;-/- ;€ 370.000
Mercedes-Benz GLE 450;46.700 km;may-17;270 kW (367 CV);Automático;Gasolina;8,6;ES;-/- ;€ 119.900
Mercedes-Benz C 450;11.000 km;oct-17;270 kW (367 CV);Automático;Gasolina;8,1;ES;-/- ;€ 51.400
Mercedes-Benz AMG GT;17.550 km;jun-17;410 kW (557 CV);Automático;Gasolina;12,5;ES;-/- ;€ 128.500
Mercedes-Benz GLE 63 AMG;15.900 km;abr-17;430 kW (585 CV);Automático;Gasolina;11,9;ES;-/- ;€ 103.900
Mercedes-Benz E 63 AMG;45.000 km;oct-17;450 kW (612 CV);Automático;Gasolina;10,8;ES;-/- ;€ 90.000
Mercedes-Benz C 450;25.000 km;may-17;270 kW (367 CV);Automático;Gasolina;7,9;ES;-/- ;€ 46.000
Mercedes-Benz C 450;51.000 km;abr-17;270 kW (367 CV);Automático;Gasolina;7,9;ES;-/- ;€ 42.000
Mercedes-Benz AMG GT;15.000 km;jul-17;430 kW (585 CV);Automático;Gasolina;12,4;ES;-/- ;€ 139.900
