vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW 330;3.109 km;nov-19;215 kW (292 CV);Automático;Electro/Gasolina;-/- ;ES;37 g;€ 43.700
BMW 118;8.852 km;oct-19;103 kW (140 CV);Automático;Gasolina;5,3;ES;121;€ 26.500
BMW M2;13.000 km;sep-19;302 kW (411 CV);Automático;Gasolina;10 l;ES;227;€ 68.300
BMW 118;26.086 km;may-19;100 kW (136 CV);Automático;Gasolina;5,9;ES;134;€ 22.900
BMW 118;3.397 km;may-19;100 kW (136 CV);Automático;Gasolina;5,9;ES;134;€ 22.900
BMW X1;23.597 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,8;ES;132;€ 28.750
BMW Z4;3.734 km;feb-19;190 kW (258 CV);Automático;Gasolina;5,8;ES;139;€ 51.200
BMW 118;25.708 km;may-19;100 kW (136 CV);Automático;Gasolina;5,9;ES;134;€ 22.900
BMW 220;15.231 km;mar-19;135 kW (184 CV);Automático;Gasolina;5,8;ES;139;€ 31.800
BMW X1;21.193 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,8;ES;-/- ;€ 30.700
BMW 225;9.500 km;jun-19;170 kW (231 CV);Automático;Gasolina;6,4;ES;-/- ;€ 32.000
BMW X5;7.000 km;jul-19;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 69.900
BMW i3;5.250 km;mar-19;135 kW (184 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 42.900
BMW 225;4.427 km;may-19;165 kW (224 CV);Automático;Electro/Gasolina;-/- ;ES;52 g;€ 32.800
BMW 118;11.250 km;sep-19;103 kW (140 CV);Manual;Gasolina;5,3;ES;121;€ 26.900
BMW X1;4.651 km;oct-19;103 kW (140 CV);Automático;Gasolina;5,8;ES;125;€ 34.200
BMW X2;29.231 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,6;ES;129;€ 31.900
BMW 116;23.083 km;abr-19;80 kW (109 CV);Manual;Gasolina;5,9;ES;134;€ 20.900
BMW X5;14.000 km;oct-19;250 kW (340 CV);Automático;Gasolina;8,5;ES;193;€ 75.900
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 118;43.000 km;may-19;100 kW (136 CV);Automático;Gasolina;5,6;Unknown;128;€ 25.000
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 420;13.000 km;may-19;135 kW (184 CV);Automático;Gasolina;6,3;ES;-/- ;€ 38.000
BMW 218;18.800 km;abr-19;132 kW (179 CV);-/- (Cambio);Gasolina;-/- ;Unknown;-/- ;€ 23.500
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 320;28.502 km;may-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 29.300
BMW i8;5.300 km;ago-19;275 kW (374 CV);Automático;Electro/Gasolina;1,8;Unknown;42 g;€ 85.000
BMW M850;19.000 km;jul-19;390 kW (530 CV);Automático;Gasolina;10,2;ES;-/- ;€ 95.000
BMW Z4;4.000 km;nov-19;145 kW (197 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 50.700
BMW X2;19.812 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 30.390
BMW X1;6.920 km;may-19;103 kW (140 CV);Manual;Gasolina;5,8;ES;-/- ;€ 28.900
BMW 118;25.942 km;ene-19;100 kW (136 CV);Manual;Gasolina;5,9;ES;-/- ;€ 19.775
BMW 218;13.850 km;feb-19;100 kW (136 CV);Automático;Gasolina;6,1;ES;-/- ;€ 30.900
BMW M2;42.900 km;ago-19;302 kW (411 CV);Manual;Gasolina;10 l;ES;-/- ;€ 57.990
BMW M850;15.900 km;ene-19;390 kW (530 CV);Automático;Gasolina;10 l;ES;-/- ;€ 99.900
BMW X1;2.477 km;may-19;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 25.990
BMW;11.062 km;abr-19;250 kW (340 CV);Automático;Gasolina;7,4;ES;-/- ;€ 37.500
BMW Z4;9.498 km;ene-19;250 kW (340 CV);Automático;Gasolina;7,2;ES;-/- ;€ 69.000
BMW M2;12.800 km;feb-19;302 kW (411 CV);Automático;Gasolina;10 l;ES;-/- ;€ 64.000
BMW 118;10 km;ene-19;100 kW (136 CV);Manual;Gasolina;5,9;ES;-/- ;€ 24.300
BMW i3;7.500 km;ago-19;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 26.082
BMW 118;20.540 km;feb-19;100 kW (136 CV);Automático;Gasolina;5,6;ES;-/- ;€ 20.700
BMW 116;18.300 km;may-19;80 kW (109 CV);Manual;Gasolina;5,9;ES;-/- ;€ 18.700
BMW 420;17.544 km;feb-19;135 kW (184 CV);Automático;Gasolina;6,4;ES;-/- ;€ 34.775
BMW M2;14.000 km;jul-19;302 kW (411 CV);Manual;Gasolina;10 l;Unknown;227;€ 48.900
BMW 135;3.682 km;ago-19;225 kW (306 CV);Automático;Gasolina;6,8;ES;-/- ;€ 48.900
BMW 330;14.500 km;abr-19;190 kW (258 CV);Automático;Gasolina;5,8;ES;-/- ;€ 43.900
BMW 420;10.770 km;may-19;135 kW (184 CV);Automático;Gasolina;6,3;ES;143;€ 34.900
BMW 420;17.022 km;may-19;135 kW (184 CV);Automático;Gasolina;6,3;ES;143;€ 33.900
BMW 118;24.391 km;feb-19;100 kW (136 CV);Automático;Gasolina;5,9;ES;-/- ;€ 21.700
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 530;16.302 km;jul-19;185 kW (252 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 46.900
BMW X2;19.199 km;may-19;103 kW (140 CV);Automático;Gasolina;5,6;ES;129;€ 30.900
BMW X2;15.879 km;may-19;103 kW (140 CV);Automático;Gasolina;5,4;ES;122;€ 25.900
BMW 225;23.308 km;may-19;165 kW (224 CV);Automático;Electro/Gasolina;1,9;ES;42 g;€ 23.900
BMW 320;9.502 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;126;€ 35.100
BMW 135;6.500 km;sep-19;225 kW (306 CV);Automático;Gasolina;6,8;Unknown;154;€ 48.900
BMW 330;9.900 km;oct-19;215 kW (292 CV);Automático;Electro/Gasolina;-/- ;ES;37 g;€ 42.900
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW X5;16.500 km;nov-19;250 kW (340 CV);Automático;Gasolina;8 l/;Unknown;183;€ 72.000
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW 116;5 km;jul-19;80 kW (109 CV);Manual;Gasolina;5,9;ES;-/- ;€ 20.000
BMW i3;1 km;jul-19;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 34.300
BMW 116;25.226 km;mar-19;80 kW (109 CV);Manual;Gasolina;5,9;ES;-/- ;€ 18.700
BMW X1;21.110 km;abr-19;141 kW (192 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 29.700
BMW 320;12.009 km;jun-19;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.363
BMW X2;19.788 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,6;ES;129;€ 30.900
BMW 225;11 km;sep-19;165 kW (224 CV);Automático;Electro/Gasolina;1,9;ES;-/- ;€ 31.900
BMW X1;12.319 km;abr-19;103 kW (140 CV);Automático;Gasolina;5,8;ES;132;€ 31.900
BMW X3;17.726 km;abr-19;135 kW (184 CV);Automático;Gasolina;7 l/;ES;-/- ;€ 40.990
BMW X2;9.900 km;oct-19;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 29.990
BMW X1;22.882 km;may-19;103 kW (140 CV);Automático;Gasolina;5,8;ES;133;€ 25.900
BMW 540;40.639 km;abr-19;250 kW (340 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 42.800
BMW X1;22.335 km;mar-19;141 kW (192 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 28.700
BMW 330;5.900 km;mar-19;190 kW (258 CV);Automático;Gasolina;5,8;ES;-/- ;€ 49.990
BMW M850;32.500 km;ago-19;390 kW (530 CV);Automático;Gasolina;10,2;ES;-/- ;€ 94.999
BMW M2;7.500 km;jun-19;302 kW (411 CV);Manual;Gasolina;10 l;ES;-/- ;€ 62.999
BMW 330;1.000 km;oct-19;215 kW (292 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 52.200
BMW 218;16.477 km;mar-19;100 kW (136 CV);Automático;Gasolina;6,1;ES;-/- ;€ 31.300
